dtb_sku,dtb_name,current_dtb_price,cost_of_goods,match_status,match_reasoning,lowest_confirmed_competitor_price,lowest_confirmed_competitor_source_url,proposed_new_price,resulting_margin_pct,price_change_amount
4-777,"LEVEL5 Corner Roller Handle - 54""",92.22,64.55,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,45.0,https://www.alstapingtools.com/level5-corner-roller-handle/,45.0,-43.44,-47.22
90T,TapeTech Filler Adapter,79.0,54.28,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,79.0,https://www.alstapingtools.com/tapetech-drywall-box-filler-attachment-90t/,79.0,31.29,0.0
2.5AH,"Columbia Angle Head - 2.5""",421.79,277.45,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,421.79,https://www.alstapingtools.com/columbia-2-5-angle-head-w-wheels/,421.79,34.22,0.0
2AH,"Columbia Angle Head - 2""",410.97,268.93,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,410.97,https://www.alstapingtools.com/columbia-2-angle-head-w-wheels/,410.97,34.56,0.0
3.5AH,"Columbia Angle Head - 3.5""",457.35,320.14,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,454.23,https://www.alstapingtools.com/columbia-3-5-angle-head-w-wheels/,454.23,29.52,-3.12
CMT24,"Columbia Compound Tube - 24""",197.91,128.07,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,197.91,https://www.alstapingtools.com/columbia-24-drywall-corner-finishing-compound-mud-tube/,197.91,35.29,0.0
3AH,"Columbia Angle Head - 3""",443.42,285.99,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,443.42,https://www.alstapingtools.com/columbia-3-angle-head-w-wheels/,443.42,35.5,0.0
CFLT,Columbia Billet Mud Applicator - Flat,91.93,48.04,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,91.93,https://www.alstapingtools.com/columbia-4-flat-applicator-head/,91.93,47.74,0.0
CMT32,"Columbia Compound Tube - 32""",208.73,134.24,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,208.73,https://www.alstapingtools.com/columbia-32-drywall-corner-finishing-compound-mud-tube/,208.73,35.69,0.0
CMT42,"Columbia Compound Tube - 42""",221.71,146.56,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,221.71,https://www.alstapingtools.com/columbia-42-drywall-corner-finishing-compound-mud-tube/,221.71,33.9,0.0
AHA,Angle Head Adapter,24.87,14.56,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,24.87,https://www.alstapingtools.com/columbia-angle-head-ball-adapter/,24.87,41.46,0.0
CMH,Columbia Closet Monster Handle,119.76,83.83,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,113.56,https://www.alstapingtools.com/columbia-closet-monster-18-flat-box-handle/,113.56,26.18,-6.2
3CSF,"Columbia Combo Flusher - 3""",172.42,120.69,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,163.31,https://www.alstapingtools.com/columbia-combo-flusher/,163.31,26.1,-9.11
CR,Columbia Corner Roller,167.63,104.43,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,167.63,https://www.alstapingtools.com/columbia-corner-roller/,167.63,37.7,0.0
7FFB,"Columbia Flat Finisher Box - 7""",378.53,255.24,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,378.53,https://www.alstapingtools.com/columbia-drywall-taping-tools-7-hinged-flat-finisher-box/,378.53,32.57,0.0
MHL,"Columbia Matrix Flat Box Handle - 56""-76""",495.0,256.15,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,373.12,https://www.alstapingtools.com/columbia-matrix-long-extendable-drywall-flat-box-handle-56-to-76/,373.12,31.35,-121.88
MH,"Columbia Matrix Flat Box Handle - 40""-60""",409.0,232.76,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,351.49,https://www.alstapingtools.com/columbia-matrix-extendable-flat-box-handle/,351.49,33.78,-57.51
C1HEXT,Columbia One Handle - Extendable 3'-5',135.19,92.10,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,135.19,https://www.alstapingtools.com/columbia-one-extendable-handle-3-5/,135.19,31.87,0.0
MHS,"Columbia Matrix Flat Box Handle - 29""-39""",375.0,221.07,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,340.67,https://www.alstapingtools.com/columbia-short-matrix-flat-box-handle-29-39/,340.67,35.11,-34.33
2NS,"Columbia Nail Spotter - 2""",324.0,189.80,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,297.41,https://www.alstapingtools.com/columbia-taping-tools-2-nail-spotter/,297.41,36.18,-26.59
2.5SF,"Columbia Standard Flusher - 2.5""",116.8,70.20,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,116.8,https://www.alstapingtools.com/columbia-taping-tools-2-5-standard-drywall-corner-flusher-with-wheels/,116.8,39.9,0.0
RC,Columbia Tool Case - Road Case,1020.16,658.08,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,1020.16,https://www.alstapingtools.com/columbia-road-case/,1020.16,35.49,0.0
3NS,"Columbia Nail Spotter - 3""",324.0,198.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,308.23,https://www.alstapingtools.com/columbia-taping-tools-3-hinged-nail-spotter/,308.23,35.65,-15.77
3.5SF,"Columbia Standard Flusher - 3.5""",133.02,77.59,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,133.02,https://www.alstapingtools.com/columbia-taping-tools-3-5-standard-drywall-corner-flusher-with-wheels/,133.02,41.67,0.0
3SF,"Columbia Standard Flusher - 3""",122.21,73.91,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,122.21,https://www.alstapingtools.com/columbia-taping-tools-3-standard-drywall-corner-flusher-with-wheels/,122.21,39.52,0.0
4SF,"Columbia Standard Flusher - 4""",140.6,68.25,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,140.6,https://www.alstapingtools.com/columbia-taping-tools-4-standard-drywall-corner-flusher-with-wheels/,140.6,51.46,0.0
D14-22,Dura-III Adjustable - 14”-22”,400.0,281.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",385.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-14-22/,385.0,26.95,-15.0
D18-30,Dura-III Adjustable - 18”-30”,415.0,298.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",415.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-18-30/,415.0,28.01,0.0
D24-40,Dura-III Adjustable - 24”-40”,435.0,315.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",420.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-24-40/,420.0,25.0,-15.0
PT-CRH50,"Platinum 50"" Corner Tool Handle - Corner Roller",59.0,38.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,30.0,https://www.alstapingtools.com/platinum-corner-roller-handle/,30.0,-27.83,-29.0
PT-2.5CF,"Platinum Stainless Steel Corner Flusher - 2.5""",75.0,48.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,40.0,https://www.alstapingtools.com/platinum-drywall-tools-2-5-drywall-corner-flusher-glazer/,40.0,-21.88,-35.0
PT-2NS,"Platinum Nail Spotter - 2""",160.0,104.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",95.0,https://www.alstapingtools.com/platinum-drywall-tools-2-nail-spotter/,95.0,-9.47,-65.0
PT-CF3.5,"Platinum Angle Head Corner Finisher with Wheels - 3.5""",259.0,168.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,155.0,https://www.alstapingtools.com/platinum-drywall-tools-3-5-angle-head-corner-finisher/,155.0,-8.61,-104.0
PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",80.0,52.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,50.0,https://www.alstapingtools.com/platinum-drywall-tools-3-5-drywall-corner-flusher-glazer/,50.0,-4.0,-30.0
PT-3NS,"Platinum Nail Spotter - 3""",160.0,104.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",95.0,https://www.alstapingtools.com/platinum-drywall-tools-3-nail-spotter/,95.0,-9.47,-65.0
PT-EXT3IN1-1,Platinum Extendable Angle Head Handle,75.0,48.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",60.0,https://www.alstapingtools.com/platinum-drywall-tools-extendable-angle-head-handle/,60.0,18.75,-15.0
PT-EBH,"Platinum Extendable Flat Box Handle 40"" – 64""",169.0,109.85,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,115.0,https://www.alstapingtools.com/platinum-drywall-tools-extendable-flat-box-handle-40-64/,115.0,4.48,-54.0
S2-M-2640,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",412.0,267.80,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,380.0,https://www.alstapingtools.com/sur-pro-dual-arm-magnesium-26-40-stilts/,380.0,29.53,-32.0
S2-M-1624,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",395.0,256.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,364.0,https://www.alstapingtools.com/sur-pro-dual-arm-magnesium-16-24-stilts/,364.0,29.46,-31.0
S2-M-2030,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",403.5,262.28,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,370.0,https://www.alstapingtools.com/sur-pro-dual-arm-magnesium-20-30-stilts/,370.0,29.11,-33.5
S1-M-2030,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",376.5,244.72,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,345.0,https://www.alstapingtools.com/surpro-s1-single-sided-magnesium-20-30-drywall-stilts/,345.0,29.07,-31.5
S1-A-2640,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",340.0,221.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,305.0,https://www.alstapingtools.com/surpro-26-40-s1-aluminum-single-sided-drywall-stilts/,305.0,27.54,-35.0
S1-M-1624,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",368.0,239.20,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,339.0,https://www.alstapingtools.com/surpro-s1-single-sided-magnesium-16-24-drywall-stilts/,339.0,29.44,-29.0
S1-M-2640,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",385.0,250.25,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,355.0,https://www.alstapingtools.com/surpro-s1-single-sided-magnesium-26-40-drywall-stilts/,355.0,29.51,-30.0
CF35TT,"TapeTech Direct Corner Flusher - 3.5""",125.0,69.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,125.0,https://www.alstapingtools.com/tapetech-3-5-direct-flusher/,125.0,44.52,0.0
CF30TT,"TapeTech Direct Corner Flusher - 3""",119.0,69.08,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,119.0,https://www.alstapingtools.com/tapetech-3-direct-flusher/,119.0,41.95,0.0
CA07TT,"TapeTech Corner Applicator - 7""",315.0,206.89,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,315.0,https://www.alstapingtools.com/tapetech-7-corner-applicator-head/,315.0,34.32,0.0
BHE,"TapeTech Brakeless Box Handle - Extendable 34""-60""",305.72,214.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,299.0,https://www.alstapingtools.com/tapetech-brakeless-extendable-flat-box-handle/,299.0,28.43,-6.72
MR01TT,TapeTech MudRunner® Compound Applicator - Pro,1099.0,762.08,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,1099.0,https://www.alstapingtools.com/tapetech-mudrunner-compound-applicator-tube/,1099.0,30.66,0.0
TTCFS-M,TapeTech MudRunner Corner Finishing Set,1928.0,1253.20,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1906.0,https://www.alstapingtools.com/tapetech-mudrunner-corner-finishing-set/,1906.0,34.25,-22.0
QB06-QSX,"TapeTech QuickBox® QSX Finishing Box - 6.5""",149.0,97.23,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,149.0,https://www.alstapingtools.com/tapetech-quickbox-qsx-6-5-finishing-box/,149.0,34.74,0.0
QB08-QSX,"TapeTech QuickBox® QSX Finishing Box - 8.5""",180.19,126.13,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,174.0,https://www.alstapingtools.com/tapetech-quickbox-qsx-8-finishing-box/,174.0,27.51,-6.19
10FBBA,"Columbia Automatic Fat Boy Box - 10""",492.08,317.93,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,492.08,https://www.alstapingtools.com/columbia-10-automatic-assist-drywall-tool-flat-box/,492.08,35.39,0.0
10FFB,"Columbia Flat Finisher Box - 10""",400.16,257.82,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,400.16,https://www.alstapingtools.com/columbia-10-drywall-flat-finishing-box/,400.16,35.57,0.0
12FFB,"Columbia Flat Finisher Box - 12""",410.97,262.08,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,410.97,https://www.alstapingtools.com/columbia-12-drywall-flat-finishing-box/,410.97,36.23,0.0
14FFBA,"Columbia Automatic Flat Box - 14""",438.01,289.14,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,438.01,https://www.alstapingtools.com/columbia-14-automatic-assist-drywall-flat-box/,438.01,33.99,0.0
14FFB,"Columbia Flat Finisher Box - 14""",421.79,264.05,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,421.79,https://www.alstapingtools.com/columbia-14-drywall-flat-finishing-box/,421.79,37.4,0.0
5.5FFB,"Columbia Flat Finisher Box - 5.5""",367.71,252.99,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,367.71,https://www.alstapingtools.com/columbia-5-5-drywall-flat-finisher-box/,367.71,31.2,0.0
7CFB,"Columbia Throttle Corner Flusher Box - 7""",313.64,210.29,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,313.64,https://www.alstapingtools.com/columbia-7-throttlebox-angle-box/,313.64,32.95,0.0
8FFB,"Columbia Flat Finisher Box - 8""",389.34,256.12,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,389.34,https://www.alstapingtools.com/columbia-8-drywall-flat-finisher-box/,389.34,34.22,0.0
BF,Columbia Box Filler - Standard,75.71,41.82,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,75.71,https://www.alstapingtools.com/columbia-box-filler/,75.71,44.76,0.0
8CFB,"Columbia Throttle Corner Flusher Box - 8""",324.82,227.37,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,324.45,https://www.alstapingtools.com/columbia-8-throttlebox-angle-box/,324.45,29.92,-0.37
GN,Columbia Gooseneck - Standard,86.0,68.28,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,108.15,https://www.alstapingtools.com/columbia-gooseneck/,108.15,36.87,22.15
C1H,Columbia One Handle - Fixed,64.89,27.90,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,64.89,https://www.alstapingtools.com/columbia-one-handle/,64.89,57.0,0.0
D14-22,Dura-III Adjustable - 14”-22”,400.0,281.25,REJECTED_MISMATCH,"Different stilts model: competitor is Dura-Stilts IV, DTB SKU is Dura-III",385.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-14-22/,385.0,26.95,-15.0
D18-30,Dura-III Adjustable - 18”-30”,415.0,298.75,REJECTED_MISMATCH,"Different stilts model: competitor is Dura-Stilts IV, DTB SKU is Dura-III",415.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-18-30/,415.0,28.01,0.0
D24-40,Dura-III Adjustable - 24”-40”,435.0,315.00,REJECTED_MISMATCH,"Different stilts model: competitor is Dura-Stilts IV, DTB SKU is Dura-III",420.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-24-40/,420.0,25.0,-15.0
PT-CFH50,"Platinum 50"" Corner Tool Handle - Angle Head",49.0,31.85,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,30.0,https://www.alstapingtools.com/platinum-50-angle-head-handle/,30.0,-6.17,-19.0
PT-12FB,"Platinum Flat Finishing Box - 12""",205.0,133.25,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,125.0,https://www.alstapingtools.com/platinum-drywall-tools-12-flat-box/,125.0,-6.6,-80.0
PT-10FB,"Platinum Flat Finishing Box - 10""",195.0,126.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,120.0,https://www.alstapingtools.com/platinum-drywall-tools-10-flat-box/,120.0,-5.62,-75.0
PT-CAH50,"Platinum 50"" Corner Tool Handle - Corner Box",49.0,31.85,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,30.0,https://www.alstapingtools.com/platinum-corner-box-handle/,30.0,-6.17,-19.0
PT-14FB,"Platinum Flat Finishing Box - 14""",215.0,139.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,130.0,https://www.alstapingtools.com/platinum-drywall-tools-14-flat-box/,130.0,-7.5,-85.0
PT-CT24,"Platinum Compound Tube - 24""",150.0,97.50,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,75.0,https://www.alstapingtools.com/platinum-drywall-tools-24-compound-tube/,75.0,-30.0,-75.0
PT-CT36,"Platinum Compound Tube - 36""",155.0,100.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,80.0,https://www.alstapingtools.com/platinum-drywall-tools-36-compound-tube/,80.0,-25.94,-75.0
PT-GN,Platinum Gooseneck,59.0,38.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,45.0,https://www.alstapingtools.com/platinum-drywall-tools-gooseneck/,45.0,14.78,-14.0
PT-BH54,"Platinum Flat Box Handle - 54""",100.0,65.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,60.0,https://www.alstapingtools.com/platinum-drywall-tools-54-drywall-flat-finisher-box-handle/,60.0,-8.33,-40.0
PT-BH42,"Platinum Flat Box Handle - 42""",95.0,61.75,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,60.0,https://www.alstapingtools.com/platinum-drywall-tools-42-drywall-flat-finisher-box-handle/,60.0,-2.92,-35.0
PT-CT42,"Platinum Compound Tube - 42""",160.0,104.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,85.0,https://www.alstapingtools.com/platinum-drywall-tools-42-compound-tube/,85.0,-22.35,-75.0
PT-8FB,"Platinum Flat Finishing Box - 8""",185.0,120.25,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,115.0,https://www.alstapingtools.com/platinum-drywall-tools-8-flat-box/,115.0,-4.57,-70.0
PT-MNBH,Platinum Mini Box Handle,62.0,40.30,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,45.0,https://www.alstapingtools.com/platinum-drywall-tools-mini-flat-box-handle/,45.0,10.44,-17.0
EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",391.69,274.18,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,389.0,https://www.alstapingtools.com/tapetech-10-easyclean-drywall-flat-box/,389.0,29.52,-2.69
EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",405.72,284.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,399.0,https://www.alstapingtools.com/tapetech-12-easyclean-drywall-flat-box/,399.0,28.82,-6.72
8054TT,"TapeTech Flat Box Handle - 54""",239.0,164.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,239.0,https://www.alstapingtools.com/tapetech-54-drywall-flat-finisher-box-handle/,239.0,31.38,0.0
TTCFS,TapeTech Corner Finishing Set,1416.0,920.40,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1392.0,https://www.alstapingtools.com/tapetech-corner-finishing-set/,1392.0,33.88,-24.0
85T,TapeTech Gooseneck - Standard,105.0,74.00,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,105.0,https://www.alstapingtools.com/tapetech-gooseneck-adapter/,105.0,29.52,0.0
8000TT,TapeTech Wizard® Compact Finishing Box Handle - Standard,109.0,55.47,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,109.0,https://www.alstapingtools.com/tapetech-wizard-flat-box-handle/,109.0,49.11,0.0
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",419.0,272.35,CONFIRMED_MATCH,Competitor SKU is identical to DTB SKU (same manufacturer part code) - same product,419.0,https://www.alstapingtools.com/tapetech-7-maxxbox-w-easy-roll-wheels/,419.0,35.0,0.0
CR12,Swivel Coupling Pin,12.5,2.40,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.38,https://www.all-wall.com/CR12-Columbia-Corner-Roller-Swivel-Coupling-Pin-5568,5.38,55.39,-7.12
AH18,Socket Wear Cap,9.0,5.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",10.16,https://www.all-wall.com/AH18-Columbia-Angle-Head-Socket-Wear-Cup-5817,10.16,42.42,1.16
AH7-2.5,"Frame Tension Spring - 2.5""",2.0,0.79,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.9,https://www.all-wall.com/AH7-2-5-Columbia-Angle-Head-Frame-Tension-Spring-2-5in-Also-Small-3in-Spring-5809,1.9,58.42,-0.1
AH7-2,"Frame Tension Spring - 2""",12.5,0.79,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.9,https://www.all-wall.com/AH7-2-Columbia-Angle-Head-Frame-Tension-Spring-2in-5808,1.9,58.42,-10.6
AH7-3.5,"Frame Tension Spring - 3.5""",14.5,0.79,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.9,https://www.all-wall.com/AH7-3-5-Columbia-Angle-Head-Frame-Tension-Spring-3-5in-5811,1.9,58.42,-12.6
CFB6,Mud Supply Valve Unit,29.0,17.07,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",32.18,https://www.all-wall.com/CFB6-Columbia-Angle-Box-Mud-Supply-Valve-Unit-5545,32.18,46.95,3.18
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT7 taper side plate support, a replacement part not the complete taper tool",,,,,
FFB25-12,"Rubber Gasket Retainer - 12""",28.5,18.53,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.5,https://www.all-wall.com/FFB25-12-Columbia-Flat-Box-Rubber-Gasket-Retainer-12in-11202,7.5,-147.07,-21.0
FA234,6-32 Nyloc Jam Nut,2.65,0.79,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.85,https://www.all-wall.com/FA234-Columbia-6-32-Nyloc-Jam-Nut-6014,1.85,57.3,-0.8
FA292,FA292 1/4-20 Nyloc Jam Nut,3.15,0.81,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.93,https://www.all-wall.com/FA292-Columbia-1-4-20-Nyloc-Jam-Nut-6043,1.93,58.03,-1.22
FFB25-10,"Rubber Gasket Retainer - 10""",24.95,16.22,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.5,https://www.all-wall.com/FFB25-10-Columbia-Flat-Box-Rubber-Gasket-Retainer-10in-6105,7.5,-116.27,-17.45
FFB16,Door Spring Nut,5.0,3.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.35,https://www.all-wall.com/FFB16-Columbia-Flat-Box-Door-Spring-Nut-6100,7.35,55.78,2.35
HFFB14-10,"Flat Box Hinged Door Gasket - 10""",42.0,27.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.2,https://www.all-wall.com/HFFB14-10-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-10in-12385,45.2,39.6,3.2
HFFB14-12,"Flat Box Hinged Door Gasket - 12""",42.0,27.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.2,https://www.all-wall.com/HFFB14-12-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-12in-12386,45.2,39.6,3.2
FFB4B,Stainless Steel Backing Washer,4.0,2.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.2,https://www.all-wall.com/FFB4B-Columbia-Flat-Box-Stainless-Steel-Backing-Washer-6113,5.2,50.0,1.2
