disposition,issue_code,issue_label,brand,part_ref,source_sku,source_display_id,part_name,relationship_count,hotspot_occurrences,schematics,candidate_evidence,required_action
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab42,AB42,AB42,"Automatic Box Air Valve Body (AB42)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa318,FA318,FA318,"3/8-16 x 1-1/4 Hex Bolt (FA318)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab52,AB52,AB52,"Automatic Box Thumb Valve Seat (AB52)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab40,AB40,AB40,"Automatic Box Air Valve Seat (AB40)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab41,AB41,AB41,"Automatic Box Air Valve Stem (AB41)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab50,AB50,AB50,"Automatic Box Pressure Spring (AB50)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab48,AB48,AB48,"Automatic Box Air Valve O-Ring (AB48)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab51,AB51,AB51,"Automatic Box Release Clip (AB51)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa393,FA393,FA393,"6-32 x 1-1/2 Pan Head Screw (FA393)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab54,AB54,AB54,"Automatic Box Air Valve Assembly (AB54)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa328,FA328,FA328,"3/8 Flat Washer (FA328)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ab3aright,AB3A-RIGHT,"AB3A RIGHT","Automatic Box End Plate Right (AB3A RIGHT)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ffb24-10,FFB24-10,FFB24-10,"Flat Box Wheel Axle 24 in 10 in (FFB24-10)",1,1,columbia-automatic-flat-box,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,mp9a,MP-9A,"MP 9A","Connecting Chain (MP9A)",1,1,columbia-box-filler,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,mp34,MP-34,"MP 34","Adaptor (MP34)",1,1,columbia-box-filler,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cmt1a-22,CMT-1A-22,"CMT 1A-22","Draw Tube 22 in (CMT1A-22)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,clt16,CLT-16,"CLT 16","Cam Lock Tube End Cap (CLT16)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,clt13,CLT-13,"CLT 13","Cam Lock Tube Cam Body (CLT13)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,clt14,CLT-14,"CLT 14","Cam Lock Tube Locking Pin (CLT14)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,clt12,CLT-12,"CLT 12","Cam Lock Tube Locking Sleeve (CLT12)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa347,FA-347,"FA 347","1/4-20 Nyloc Nut (FA347)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa348,FA-348,"FA 348","1/4 Flat Washer (FA348)",1,1,columbia-cam-lock-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cmh8,CMH-8,"CMH 8","Closet Monster 18"" Flat Box Handle (CMH)",1,1,columbia-closet-monster-flat-box-handle,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ah15,AH-15,"AH 15","Handle Ball (AH15)",1,1,columbia-closet-monster-flat-box-handle,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cmh2,CMH-2,"CMH 2","Closet Monster 18"" Flat Box Handle (CMH)",1,1,columbia-closet-monster-flat-box-handle,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa325,FA-325,"FA 325","3/8-16 x 1-1/2 Socket Head Screw (FA325)",1,1,columbia-closet-monster-flat-box-handle,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc12,CC12,CC12,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa358,FA358,FA358,"3/8-16 Nyloc Nut (FA358)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc17,CC17,CC17,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa355,FA355,FA355,"3/8-16 x 5/8 Flat Head Screw (FA355)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hh21,HH21,HH21,"Reservoir Piston Spring for COL88 (HH21)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc18,CC18,CC18,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa28,FA28,FA28,"#8 Lock Washer (FA28)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa359,FA359,FA359,"3/8 x 1/2 Roll Pin (FA359)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa360,FA360,FA360,"3/8 Lock Washer (FA360)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc16,CC16,CC16,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc1a,CC1A,CC1A,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cc19,CC19,CC19,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa326,FA-326,"FA 326","Rivet - Flusher (FA326)",1,1,columbia-combo-flusher,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cmt1a-24,CMT1A-24in,"CMT1A-24""","Draw Tube - 24"" (CMT1A-24)",1,1,columbia-compound-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cmt2,CMT2,CMT2,"Cone insert(Bottom)",1,1,columbia-compound-tube,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,mp7b,MP7B,MP7B,"Mud Pump O-Ring Retainer B (MP7B)",1,1,columbia-mud-pump,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,mp8b,MP8B,MP8B,"Mud Pump Valve Spring B (MP8B)",1,1,columbia-mud-pump,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hp48b,HP48B,HP48B,"Hot Mud Pump HP48 Body B (HP48B)",1,1,columbia-mud-pump,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa371,FA371,FA371,"10-24 x 7/8 Hex Bolt (FA371)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa375,FA375,FA375,"10-32 x 3/8 Flat Head Screw (FA375)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns14a,HNS14A,HNS14A,"Handle Link New Style (HNS14A)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns14-pr,HNS14-PR,HNS14-PR,"Nail Spotter 14 in Pad and Rod Assembly (HNS14PR)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns19-3,HNS19-3,HNS19-3',"Triangle Shoe 3 in (HNS19-3”)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa314,FA314,FA314,"10-24 X 1-1/2 Pan Slot (FA314)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ffb1a,FFB1A,FFB1A,"Nail Spotter Flat Plate 1A (FFB1A)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns3,HNS-3,"HNS 3","Nail Spotter Front Plate (HNS3)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns2-3,HNS2-3,HNS2-3',"Nail Spotter Front Plate (HNS3)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns9-3,HNS9-3,HNS9-3',"Face Plate 3 in (HNS9-3”)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,hns2a,HNS2A,HNS2A,"Rollface Post (HNS2A)",1,1,columbia-nailspotter,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct121b,CT121B,CT121B,"Tape Spool Shaft (Quick Release)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct118a,CT118A,CT118A,"Retaining Spring Clip(Quick Realease)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct106a,CT106A,CT106A,"Taper Bearing Shaft - CT106 (CT-106A)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct123a,CT123A,CT123A,"Taper Retaining Spring Shaft (CT-123)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct117a,CT117A,CT117A,"Base-New (CT117A)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct122a,CT122A,CT122A,"Taper Strap - CT122 (CT-122A)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cta128,CTA128,CTA128,"Predator Taper Shaft Guide Roller Bushing Assembly (CTA128)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa342,FA342,FA342,"1/4-20 x 3/4 Hex Bolt (FA342)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct128a,CT128A,CT128A,"Taper Shaft Guide Roller Bushing (CT128A)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct126pa,CT126PA,CT126PA,"Hand Grip Body Pump Action (CT126PA)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,cpt125b,CPT125B,CPT125B,"Teflon Threaded Insert (CPT125B)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct124b,CT124B,CT124B,"Grip Guard Ring Bottom (CT124B)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct124a,CT124A,CT124A,"Grip Guard Ring Top (CT124A)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fa374,FA374,FA374,"10-32 x 1/4 Flat Head Screw (FA374)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,faj144,FAJ144,FAJ144,"Predator Joint Fastener 14-4 (FAJ144)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
catalog_identity_correction,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,ct94,CT94,CT94,"Mud Shut-Off Upper Plate (CT94)",1,1,columbia-predator-taper,,"Verify that this manufacturer part is intentionally sold. If sold, create/correct the WooCommerce product or variation so its protected SKU, brand and MPN identity exactly match authoritative catalog data, then rebuild the plan. If not sold, record an explicit not-sold disposition."
