disposition,issue_code,issue_label,brand,part_ref,source_sku,source_display_id,part_name,relationship_count,hotspot_occurrences,schematics,candidate_evidence,required_action
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,eacls,EA:CLS,EA:CLS,"Predator Taper Cam Lock Sleeve (EA:CLS)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,noli,NOLI,NOLI,NOLI,1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ct7,CT7,CT7,"Side Plate Support  Right (CT7)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,8034tt8042348042tt8042428054tt8042548072tt804272,"8034TT= 804234 8042TT= 804242 8054TT= 804254 8072TT= 804272","8034TT= 804234 8042TT= 804242 8054TT= 804254 8072TT= 804272","Connector Assy.",1,1,tapetech-80xxtt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,operator_review_candidate,"Review evidence available",tape-tech,8034tt800134g8042tt800142g8054tt800154g8072tt800172g,"8034TT= 800134G 8042TT= 800142G 8054TT= 800154G 8072TT= 800172G","8034TT= 800134G 8042TT= 800142G 8054TT= 800154G 8072TT= 800172G","Handle Tube",1,1,tapetech-80xxtt,"23857:PT-90-APPLICATOR:Platinum Drywall Tools:Platinum 90° Corner Applicator|23850:4-773:LEVEL5:LEVEL5 MiniShot Ext. Handle|23849:4-772:LEVEL5:LEVEL5 MiniShot","Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210024f,,210024F,210024F,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,240123g,,240123G,240123G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210031g,,210031G,210031G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210096,,210096,210096,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,240050g,,240050G,240050G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,215045g,,215045G,215045G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,179008,,179008,179008,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210097,,210097,210097,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210042,,210042,210042,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,240009g,,240009G,240009G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210058,,210058,210058,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,899051,,899051,899051,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,200196,,200196,200196,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209148,,209148,209148,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209020,,209020,209020,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210027g,,210027G,210027G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210081,,210081,210081,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,x6,,X6,X6,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,206058,,206058,206058,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,x5,,X5,X5,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,208021,,208021,208021,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,459018,,459018,459018,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,469028,,469028,469028,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210056f,,210056F,210056F,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210864,,210864,210864,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,050038,,050038,050038,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,200039,,200039,200039,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209022,,209022,209022,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,240125g,,240125G,240125G,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210071,,210071,210071,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,x4,,X4,X4,1,1,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,2x889062loctite243,"2X 889062 LOCTITE 243","2X 889062 LOCTITE 243","Part (2X 889062 LOCTITE 243)",1,1,tapetech-88tte,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,4x889035loctite243,"4X 889035 LOCTITE 243","4X 889035 LOCTITE 243","Part (4X 889035 LOCTITE 243)",1,1,tapetech-88tte,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,2x889033loctite243,"2X 889033 LOCTITE 243","2X 889033 LOCTITE 243","Part (2X 889033 LOCTITE 243)",1,1,tapetech-88tte,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,889035securedwith039018locknutoninteriorof882002,"889035 SECURED WITH 039018 LOCKNUT ON INTERIOR OF 882002","889035 SECURED WITH 039018 LOCKNUT ON INTERIOR OF 882002","Part (889035 SECURED WITH 039018 LOCKNUT ON INTERIOR OF 882002)",1,1,tapetech-88tte,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,2x059127loctite243,"2X 059127 LOCTITE 243","2X 059127 LOCTITE 243","Part (2X 059127 LOCTITE 243)",1,1,tapetech-88tte,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,489037x4,"489037 X 4","489037 X 4","Part (489037 X 4)",1,1,tapetech-42tt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,359005x2,"359005 X 2","359005 X 2","Part (359005 X 2)",1,1,tapetech-42tt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,059619x2wloctite425,"059619 X 2 W LOCTITE 425","059619 X 2 W LOCTITE 425","Part (059619 X 2 W LOCTITE 425)",1,1,tapetech-xhtt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,059619x2wloctite263red,"059619 X 2 W LOCTITE 263 (RED)","059619 X 2 W LOCTITE 263 (RED)","Part (059619 X 2 W LOCTITE 263 (RED))",1,1,tapetech-xhtt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,059037x2wloctite425,"059037 X 2 W LOCTITE 425","059037 X 2 W LOCTITE 425","Part (059037 X 2 W LOCTITE 425)",1,1,tapetech-xhtt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,qb8111installwrtv,"QB8111 INSTALL W RTV","QB8111 INSTALL W RTV","Part (QB8111 INSTALL W RTV)",1,1,tapetech-quickbox-qsx,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,details,Details,Details,"Part (Details)",1,1,tapetech-quickbox-qsx,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,210059installwloctite425,"210059 INSTALL W LOCTITE 425","210059 INSTALL W LOCTITE 425","Part (210059 INSTALL W LOCTITE 425)",1,1,tapetech-quickbox-qsx,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,859016x2,"859016 X 2","859016 X 2","Part (859016 X 2)",1,1,tapetech-85t,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",tape-tech,709052x2,"709052 X 2","709052 X 2","Part (709052 X 2)",1,1,tapetech-76tt,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,359005,,359005,"Screw: 6-32 X 1/4 Bind Hd.",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,402002f,,402002F,"4800Spring Retainer",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,402006,,402006,"Insert Socket",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,402012,,402012,"Ball Retainer",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,409010,,409010,Spring,1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,450009f,,450009F,"Blade, Carbide, 3"" C.F.",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480002f,,480002F,"4040Wear Pad",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480005,,480005,"Outside Tension Spring",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480007f,,480007F,"Adjust Arm, Right",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480008f,,480008F,"Adjust Arm, Left",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480015f,,480015F,"Easyroll Frame, Left",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480016f,,480016F,"Easyroll Frame, Right",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480017e,,480017E,"Center Clip",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480021,,480021,"Inside Tension Spring",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480026,,480026,"Wheel, Grooved",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,480027,,480027,Bushing,1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,484014f,,484014F,"Center Clip Ass'Y",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489013,,489013,"6-32 X 1/8 Setscrew",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489020,,489020,"Screw, 4-40 X 5/16 Nylock Pan Hd.",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489022,,489022,"Screw, 4-40 X 31/64",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489028,,489028,"O""Ring 568-108",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489029,,489029,"Screw, 6-32 X 5/8 Soc. Hd. S.S.",1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,409011,,409011,Skid,1,1,tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,41,41,41,"Spring Anchor",1,1,platinum-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,23,23,23,"#10-32 Hex Head Shoulder Screw",1,1,platinum-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,37,37,37,T-Nut,1,1,platinum-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,54,54,54,"Pump Tube",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,55,55,55,"Pump Tube Foot",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,56,56,56,Screen,1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,58,58,58,Screw,1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,59,59,59,Nut,1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,45,45,45,"Valve Disc",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,60,60,60,Screw,1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,32,32,32,Nut,1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,46,46,46,"Small Retainer",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,48,48,48,"Piston Cup",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,47,47,47,"Large Retainer",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,49,49,49,"Lock Clip",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,50,50,50,"Lock Nut",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,51,51,51,"Filler Body",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,52,52,52,"Filler/Gooseneck O-Ring",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,57,57,57,"Metal Washer",1,1,platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059012,,059012,"Unknown Part",2,0,tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,609012,,609012,"Unknown Part",2,0,tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059018,,059018,"Unknown Part",2,0,tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059225,,059225,"Unknown Part",2,0,tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059107,,059107,"Unknown Part",2,0,tapetech-power-assist-maxxbox|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_unavailable,source_unavailable,"Source unavailable",dura-stilts,,,,"Hotspot source unavailable",1,0,dura-stilts-dura-iii,,"Restore or associate the approved schematic_data JSON source, then rebuild the resolution plan."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,280032g,,280032G,"Unknown Part",1,0,tapetech-maxxbox-ehc,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202007,,202007,"Unknown Part",1,0,tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,200040f,,200040F,"Unknown Part",1,0,tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,201032g,,201032G,"Unknown Part",1,0,tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209039,,209039,"Unknown Part",1,0,tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,251025g,,251025G,"Unknown Part",1,0,tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
